path,expected_bytes,actual_bytes,expected_sha256,actual_sha256,matches
06_SOURCE/repository/scripts/direction5_final/run_r1_science.py,24906,24906,26f9fabfc6aaa1e3056c6167ccfe02028ade9853ca2a01e8cf5f59a13590a7d9,26f9fabfc6aaa1e3056c6167ccfe02028ade9853ca2a01e8cf5f59a13590a7d9,True
06_SOURCE/repository/scripts/direction5_final/run_r2_estimators_baselines.py,23276,23276,9101662c7d83bee3bc8af341af8f22b53554307bb3b11dc199e9bdafac885a94,9101662c7d83bee3bc8af341af8f22b53554307bb3b11dc199e9bdafac885a94,True
06_SOURCE/repository/scripts/direction5_final/run_r3_dcsv_cr_mpc.py,19247,19247,59da679b6e46dad3fe5a95d7358e415479a33b0ff1d37c14069ef6d7ac6ce50f,59da679b6e46dad3fe5a95d7358e415479a33b0ff1d37c14069ef6d7ac6ce50f,True
06_SOURCE/repository/scripts/direction5_final/run_r4_theory.py,15425,15425,be453e0e035f91be8d6e5ab3714b46eead86eb4d948660c5154bb281299b16a5,be453e0e035f91be8d6e5ab3714b46eead86eb4d948660c5154bb281299b16a5,True
06_SOURCE/repository/scripts/direction5_final/run_r5_validation.py,50483,50483,4b5b890f0f4668874a922767004882deea1da135ecdb662c241492e606c521d2,4b5b890f0f4668874a922767004882deea1da135ecdb662c241492e606c521d2,True
06_SOURCE/repository/scripts/direction5_final/run_r8_finalize.py,13892,13892,318d15543f497acff55f07c3efefe17bb488ba00eca6a78d18b15767a28d802e,318d15543f497acff55f07c3efefe17bb488ba00eca6a78d18b15767a28d802e,True
06_SOURCE/repository/src/direction5freq/__init__.py,82,82,bbadc4cdab4f179d04f51c2821ea3c0641443d140fd97e6b80e5015ae16ad916,bbadc4cdab4f179d04f51c2821ea3c0641443d140fd97e6b80e5015ae16ad916,True
06_SOURCE/repository/src/direction5freq/controllers/__init__.py,363,363,3efad0777732ab27c46b8121c19c8336d798c60fc0f8f3cdd199aa401f8d3634,3efad0777732ab27c46b8121c19c8336d798c60fc0f8f3cdd199aa401f8d3634,True
06_SOURCE/repository/src/direction5freq/controllers/adaptive_mpc.py,579,579,9525531c30573c92e05e199ad0f41d809f4b085643e08240ad9ce43aec3b416b,9525531c30573c92e05e199ad0f41d809f4b085643e08240ad9ce43aec3b416b,True
06_SOURCE/repository/src/direction5freq/controllers/anti_windup_pi.py,2368,2368,914f9d6460a94b5207281378175109f3ee05d83d9bbddc3dc69dc1885cc6835e,914f9d6460a94b5207281378175109f3ee05d83d9bbddc3dc69dc1885cc6835e,True
06_SOURCE/repository/src/direction5freq/controllers/baselines.py,1029,1029,a1e6b80a71af1332a1fa16c2a80ee2b0611f362149449b731025c299c2fb54bf,a1e6b80a71af1332a1fa16c2a80ee2b0611f362149449b731025c299c2fb54bf,True
06_SOURCE/repository/src/direction5freq/controllers/contract_robust_mpc.py,1038,1038,7c623693d7f5923e6dbc425575f01a2e773a7f932b201dbf37896968028fcb02,7c623693d7f5923e6dbc425575f01a2e773a7f932b201dbf37896968028fcb02,True
06_SOURCE/repository/src/direction5freq/controllers/contract_violation_supervisor.py,3679,3679,a7bebd75cdf3461141e6ee06302126ef72c7fb6b5e88dca95b7c35917b589b31,a7bebd75cdf3461141e6ee06302126ef72c7fb6b5e88dca95b7c35917b589b31,True
06_SOURCE/repository/src/direction5freq/controllers/dcsv_cr_mpc.py,27618,27618,78a7aa090a5cd78f0bd3506d9a2cc356cdc9a595147363f6ae2a9a9beae77576,78a7aa090a5cd78f0bd3506d9a2cc356cdc9a595147363f6ae2a9a9beae77576,True
06_SOURCE/repository/src/direction5freq/controllers/dcsv_mpc_final.py,18473,18473,8923fc22bb3553a1a021b6a151af245e241682686deedbf8c6e05f596f213b11,8923fc22bb3553a1a021b6a151af245e241682686deedbf8c6e05f596f213b11,True
06_SOURCE/repository/src/direction5freq/controllers/domain_supervisor.py,3799,3799,d5181c04a797c3f1305f9292eadf1c66db56f3b4fc1ce2733f7b8461cdcb804e,d5181c04a797c3f1305f9292eadf1c66db56f3b4fc1ce2733f7b8461cdcb804e,True
06_SOURCE/repository/src/direction5freq/controllers/feasibility_restoration.py,819,819,b5574afc3cf7b9f9d7e919bf83117a9968b87283767accd8c26a643af4c04984,b5574afc3cf7b9f9d7e919bf83117a9968b87283767accd8c26a643af4c04984,True
06_SOURCE/repository/src/direction5freq/controllers/oracle_mpc.py,2039,2039,02918af57f05a0f62b6c1ce0790eb7a4b991c07edb7f0d7c5e18924e604c51e3,02918af57f05a0f62b6c1ce0790eb7a4b991c07edb7f0d7c5e18924e604c51e3,True
06_SOURCE/repository/src/direction5freq/controllers/recourse_tree.py,1780,1780,019e6c02750e5d312acebaeb691385cee8cbb97773f07ff63f7493a3a9ae6977,019e6c02750e5d312acebaeb691385cee8cbb97773f07ff63f7493a3a9ae6977,True
06_SOURCE/repository/src/direction5freq/estimation/__init__.py,445,445,da2b5ec34e324727458361700ef9bb38c69becdccc9803a8a78eeff04284c6bf,da2b5ec34e324727458361700ef9bb38c69becdccc9803a8a78eeff04284c6bf,True
06_SOURCE/repository/src/direction5freq/estimation/contract_violation_detector.py,1758,1758,bb4570310e026f40d7a80ea995b5d25a617fa57ea568603f781774e5e93d4b57,bb4570310e026f40d7a80ea995b5d25a617fa57ea568603f781774e5e93d4b57,True
06_SOURCE/repository/src/direction5freq/estimation/deliverability_set_membership.py,12341,12341,2cb63ede9905152eb4174787b256cfc65fc341e6e7074d900016f6a193adcdb1,2cb63ede9905152eb4174787b256cfc65fc341e6e7074d900016f6a193adcdb1,True
06_SOURCE/repository/src/direction5freq/estimation/deliverability_set_mhe.py,6856,6856,f925b8c4891ecfd50708cc8e88185df5b544607bddd336e514948f5a493df0ad,f925b8c4891ecfd50708cc8e88185df5b544607bddd336e514948f5a493df0ad,True
06_SOURCE/repository/src/direction5freq/estimation/grid_load_mhe.py,6075,6075,6e882b9aae5e86b30f63b7b8737f26dc701288516f536a43f237e6b471d4f70d,6e882b9aae5e86b30f63b7b8737f26dc701288516f536a43f237e6b471d4f70d,True
06_SOURCE/repository/src/direction5freq/estimation/grid_load_observer.py,3297,3297,49010bdd05009bcdd118a862a52a7e4b8aec7495b8c858d34e213d5b7bae4e5d,49010bdd05009bcdd118a862a52a7e4b8aec7495b8c858d34e213d5b7bae4e5d,True
06_SOURCE/repository/src/direction5freq/evaluation/__init__.py,169,169,104d23bc19f2f6707f77f8159bce95724d32ca5bd259c30a481606fa7ea12e84,104d23bc19f2f6707f77f8159bce95724d32ca5bd259c30a481606fa7ea12e84,True
06_SOURCE/repository/src/direction5freq/evaluation/claim_evidence.py,912,912,d1a29c693c42b4005ecf51f7aa879129d9b1b1b28192653f8b3084b90e1aa7b1,d1a29c693c42b4005ecf51f7aa879129d9b1b1b28192653f8b3084b90e1aa7b1,True
06_SOURCE/repository/src/direction5freq/evaluation/corrected_statistics.py,17085,17085,99e1e0a7633b0e0c5cf86b26e988f81e7268460ccee5e90af127ef81d694b3ea,99e1e0a7633b0e0c5cf86b26e988f81e7268460ccee5e90af127ef81d694b3ea,True
06_SOURCE/repository/src/direction5freq/evaluation/failure_aware_statistics.py,3442,3442,08721919f1913bd61225e7a6485a21fcfb30e6f4d41783cca51841341e6d0ad8,08721919f1913bd61225e7a6485a21fcfb30e6f4d41783cca51841341e6d0ad8,True
06_SOURCE/repository/src/direction5freq/evaluation/final_protocol.py,14768,14768,2eea4a254e17507ac4d841eb06bf1a64ac76595b32c748cb2c1940e44a82f44b,2eea4a254e17507ac4d841eb06bf1a64ac76595b32c748cb2c1940e44a82f44b,True
06_SOURCE/repository/src/direction5freq/models/__init__.py,546,546,4c4160380bf8ad76fc1fb546d8f1f456391f38f7c6d6f64db56ed55244835fc6,4c4160380bf8ad76fc1fb546d8f1f456391f38f7c6d6f64db56ed55244835fc6,True
06_SOURCE/repository/src/direction5freq/models/capability_contract.py,7690,7690,7014287f4f1ef105ee00b555100b884e5654230037e296cf3fe0ca31b1e8f60b,7014287f4f1ef105ee00b555100b884e5654230037e296cf3fe0ca31b1e8f60b,True
06_SOURCE/repository/src/direction5freq/models/plant_a_full.py,13292,13292,15e237fb9a8232598fb8ea732bd04b64e1a721c5d26d148c3a10903ab64f3ea7,15e237fb9a8232598fb8ea732bd04b64e1a721c5d26d148c3a10903ab64f3ea7,True
06_SOURCE/repository/src/direction5freq/models/plant_b_andes_full.py,12390,12390,49d8f692baf80eef09edde62360818a0c63ce0c86f2c461c27c338f558f7945b,49d8f692baf80eef09edde62360818a0c63ce0c86f2c461c27c338f558f7945b,True
06_SOURCE/repository/src/direction5freq/models/slow_reserve.py,1842,1842,dee5118ab7094fe10db5329d1136dbf192b443c6e3453dbcf1c67c03f720a50f,dee5118ab7094fe10db5329d1136dbf192b443c6e3453dbcf1c67c03f720a50f,True
06_SOURCE/repository/src/direction5freq/theory/__init__.py,753,753,8b229b499884677868a8f4af0d5fa94683f35ec1c6b97640ca0ca7d3f2ba9c84,8b229b499884677868a8f4af0d5fa94683f35ec1c6b97640ca0ca7d3f2ba9c84,True
06_SOURCE/repository/src/direction5freq/theory/bridge_certificate.py,2384,2384,52a97543a23acf1de9b401790ec69d3fed0b8c08672db92a2826340116609c26,52a97543a23acf1de9b401790ec69d3fed0b8c08672db92a2826340116609c26,True
06_SOURCE/repository/src/direction5freq/theory/contract_branch_certificate.py,8376,8376,8d2759361e1ba544db8e82e2282537bc8a75ce4504950abcefc467071fcf415d,8d2759361e1ba544db8e82e2282537bc8a75ce4504950abcefc467071fcf415d,True
06_SOURCE/repository/src/direction5freq/theory/impossibility.py,2395,2395,b29e9c67dfc4f9aa0022d6924a7c1e48f020a34f1b83e0ecb366d1c2b359a1df,b29e9c67dfc4f9aa0022d6924a7c1e48f020a34f1b83e0ecb366d1c2b359a1df,True
06_SOURCE/repository/src/direction5freq/theory/infeasibility_certificate.py,1758,1758,b45557b817b00fb67ea8cfb483fbcafb5585e219f47a5a3247d228ac10ed7ba1,b45557b817b00fb67ea8cfb483fbcafb5585e219f47a5a3247d228ac10ed7ba1,True
06_SOURCE/repository/src/direction5freq/theory/recourse_certificate.py,3182,3182,44e360ecbf47b1c577f0974342b3f3ce535c6bba56726acab52e7aa604128db2,44e360ecbf47b1c577f0974342b3f3ce535c6bba56726acab52e7aa604128db2,True
06_SOURCE/repository/src/direction5freq/theory/terminal_set.py,4165,4165,2a7f91dd478fe9fe992c5c01eb1886dd0f5f352c3175b1a9d1a1b782f5d25c29,2a7f91dd478fe9fe992c5c01eb1886dd0f5f352c3175b1a9d1a1b782f5d25c29,True
06_SOURCE/repository/tests/direction5_final/test_r0_statistics_and_phase_i_defects.py,4108,4108,5ba1db9d10ee75f2d4229d8968abbadf229099c21ffe492e90a713a56fb1cd7a,5ba1db9d10ee75f2d4229d8968abbadf229099c21ffe492e90a713a56fb1cd7a,True
06_SOURCE/repository/tests/direction5_final/test_r1_science_materiality.py,2343,2343,b40f82523efca509c7ab89f406476d0329e2c095481a661b2ab05af2647451ff,b40f82523efca509c7ab89f406476d0329e2c095481a661b2ab05af2647451ff,True
06_SOURCE/repository/tests/direction5_final/test_r2_estimators_and_baselines.py,3509,3509,91c09a681a1b1c972bfcba8aff3456398d44baa0f1da1ea80ec99145d579fb2a,91c09a681a1b1c972bfcba8aff3456398d44baa0f1da1ea80ec99145d579fb2a,True
06_SOURCE/repository/tests/direction5_final/test_r3_dcsv_cr_mpc.py,4088,4088,b8c6d0fa7ea4655161af688274d0d8d5d7b581186fe6ddd057d07e9ab36e6c7d,b8c6d0fa7ea4655161af688274d0d8d5d7b581186fe6ddd057d07e9ab36e6c7d,True
06_SOURCE/repository/tests/direction5_final/test_r4_theory_certificates.py,4221,4221,b4accb124aea1bbba366c2f0f1d475bac209cdba096333089fed1adabe5721bf,b4accb124aea1bbba366c2f0f1d475bac209cdba096333089fed1adabe5721bf,True
06_SOURCE/repository/tests/direction5_final/test_r5_protocol_and_validation.py,2309,2309,147213a3c8b22a1bbc6402881d82e60f556e93f3b0b58ae355effffd7ccf85f6,147213a3c8b22a1bbc6402881d82e60f556e93f3b0b58ae355effffd7ccf85f6,True
06_SOURCE/repository/tests/direction5_final/test_r8_finalization.py,1706,1706,4929da197b551a99d62cfbcc6972a268facba7f8a4e5bc9a1ee5658c73b81834,4929da197b551a99d62cfbcc6972a268facba7f8a4e5bc9a1ee5658c73b81834,True
07_CONFIG_ENV_SOLVERS/configs/r5_validation_lock.yaml,1397,1397,d1a9fdd49350053e16dfe5890c1c11836dc98c2620f124e0ed63f7a705428fa2,d1a9fdd49350053e16dfe5890c1c11836dc98c2620f124e0ed63f7a705428fa2,True
07_CONFIG_ENV_SOLVERS/environment.yml,737,737,acdf1eb91c8a038a02b50e46681a1921449d5fa0ee8cb1f83544435005d6c61e,acdf1eb91c8a038a02b50e46681a1921449d5fa0ee8cb1f83544435005d6c61e,True
07_CONFIG_ENV_SOLVERS/pyproject.toml,994,994,4070e7d051c70cd6297465d3b4d14e5f7fbf9529c537795f7ca792f97f031bf0,4070e7d051c70cd6297465d3b4d14e5f7fbf9529c537795f7ca792f97f031bf0,True
07_CONFIG_ENV_SOLVERS/SOLVER_ENVIRONMENT.json,284,284,120ccaa91feff3c4b813efe273615db59b76d756e315451bbb20b3ebaec68c86,120ccaa91feff3c4b813efe273615db59b76d756e315451bbb20b3ebaec68c86,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-00__dcsv_cr_mpc.log,331,331,58f67efff49d45b29b483fd8bcda0af3019db47bb1909552af4b18a69dc54358,58f67efff49d45b29b483fd8bcda0af3019db47bb1909552af4b18a69dc54358,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-01__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-02__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-03__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-04__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/contract_violation/R5-CV-05__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-001__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-001__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-002__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-002__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-003__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-003__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-004__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-004__dcsv_cr_mpc.log,331,331,58f67efff49d45b29b483fd8bcda0af3019db47bb1909552af4b18a69dc54358,58f67efff49d45b29b483fd8bcda0af3019db47bb1909552af4b18a69dc54358,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-005__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-005__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-006__contract_only_rolling_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
08_TESTS_VERIFICATION/logs_final/R5/development/R5-D-A-006__dcsv_cr_mpc.log,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
