scenario_id,plant,load_seed,solver_seed,mechanism,sg_tension,sg_reserve_pu,sfr_period_s,load_timing,disturbance_area,disturbance_sign,disturbance_magnitude_pu,capability_change_time_s,measurement_noise_std_hz,communication_jitter_s,dropout_probability,initial_soc_1,initial_soc_2,known_ood,phase_0,phase_1,phase_2,phase_3
A_headroom_scarce_02,A,2,10002,headroom,scarce,0.05,4.0,continuous,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.267389743218711,0.48194157236681234,0.9641634141744521,1.2411600187660454
A_headroom_scarce_03,A,3,10003,headroom,scarce,0.05,4.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.349803504440561,1.0872904327973503,1.7704984865189235,0.13323715573094458
A_headroom_scarce_04,A,4,10004,headroom,scarce,0.05,4.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.662623970658394,1.8178901497771227,0.06498184623377729,1.278286910033964
A_headroom_scarce_05,A,5,10005,headroom,scarce,0.05,4.0,no_load,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.495344821239758,3.333320114938745,6.115107694974262,5.481242412184955
A_headroom_scarce_06,A,6,10006,headroom,scarce,0.05,4.0,no_load,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.8359428603096424,0.41707548716731424,5.256443183421897,2.5260055667577377
A_headroom_scarce_07,A,7,10007,headroom,scarce,0.05,4.0,simultaneous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.260595084011451,3.1568448210652904,5.749633655087347,4.027290601553065
A_headroom_scarce_08,A,8,10008,headroom,scarce,0.05,4.0,continuous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.104940041968433,1.57300139368812,4.554833824323194,3.2496177967928244
A_headroom_scarce_09,A,9,10009,headroom,scarce,0.05,4.0,before,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.6015620613999224,5.593019682730267,4.015564752928589,4.701464409081816
A_headroom_scarce_10,A,10,10010,headroom,scarce,0.05,4.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.102526007258999,5.74355952436058,2.1186398314025787,5.361050385425094
A_headroom_scarce_11,A,11,10011,headroom,scarce,0.05,4.0,continuous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.6679020805343665,1.7672937922390228,2.149359610215872,6.235368080050172
A_headroom_scarce_12,A,12,10012,headroom,scarce,0.05,4.0,no_load,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.342692976608404,5.7039705758923045,0.2621555224339106,4.706943468248325
A_headroom_scarce_13,A,13,10013,headroom,scarce,0.05,4.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.007114074729154,6.073867105160365,0.8829167412795811,3.7887049008162657
A_headroom_scarce_14,A,14,10014,headroom,scarce,0.05,4.0,before,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.148421380311034,0.2239041171034712,5.061678437228839,2.933434882311663
A_headroom_scarce_15,A,15,10015,headroom,scarce,0.05,4.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.9981826326723855,1.1168588364633234,1.5723106170351713,3.2004868247220464
A_headroom_scarce_16,A,16,10016,headroom,scarce,0.05,4.0,before,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.03537788393761,6.223345677588674,2.203529394832557,1.0239624504864564
A_headroom_scarce_17,A,17,10017,headroom,scarce,0.05,4.0,before,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.9661319295012396,4.442201122851715,2.8705008007604986,4.576322409659853
A_headroom_scarce_18,A,18,10018,headroom,scarce,0.05,4.0,simultaneous,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.9536101578620548,0.4227682712870234,1.1594861124195996,4.5405319284441665
A_headroom_scarce_19,A,19,10019,headroom,scarce,0.05,4.0,after,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.3355643363945326,5.126596863280157,4.4725647029767215,5.485179038391118
A_headroom_critical_00,A,0,10000,headroom,critical,0.025,4.0,after,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.5880987122005381,5.732849848945454,5.515391155028397,4.279432777743895
A_headroom_critical_01,A,1,10001,headroom,critical,0.025,4.0,continuous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.317315579140354,0.13251049351079414,0.9085646326499831,3.0537344058940237
A_headroom_critical_02,A,2,10002,headroom,critical,0.025,4.0,no_load,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.040929242756863,1.6549913115082031,3.432774161943216,3.0313552526655854
A_headroom_critical_03,A,3,10003,headroom,critical,0.025,4.0,simultaneous,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.657656427843599,4.135629127086453,4.576419053954615,5.446337209460973
A_headroom_critical_04,A,4,10004,headroom,critical,0.025,4.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.211008803045897,2.026986641133459,5.197059949464274,0.7679430703038732
A_headroom_critical_05,A,5,10005,headroom,critical,0.025,4.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.6481309331721667,3.1652354161854888,1.703350419009168,2.27590490041634
A_headroom_critical_06,A,6,10006,headroom,critical,0.025,4.0,no_load,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.996431965251812,2.655031105580842,2.5245001582573368,4.787256413614933
A_headroom_critical_07,A,7,10007,headroom,critical,0.025,4.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.44368275453629696,4.3275153625486675,4.426520172293942,1.4029461783852268
A_headroom_critical_08,A,8,10008,headroom,critical,0.025,4.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.4218322376824286,4.917379968711785,2.166558246174048,1.4854456917833883
A_headroom_critical_09,A,9,10009,headroom,critical,0.025,4.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.196288679156901,4.4243522846173935,5.440841847510261,4.869251127257217
A_headroom_critical_10,A,10,10010,headroom,critical,0.025,4.0,no_load,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.854862131758338,4.948666728162647,3.866005935857996,5.761523071985847
A_headroom_critical_11,A,11,10011,headroom,critical,0.025,4.0,continuous,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.05275470958437914,0.5875523755052675,3.1261056079671996,2.581034125258139
A_headroom_critical_12,A,12,10012,headroom,critical,0.025,4.0,before,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.558112271255183,0.4194497571531594,4.0745627970093485,1.1816484581985884
A_headroom_critical_13,A,13,10013,headroom,critical,0.025,4.0,simultaneous,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.6168041463597165,0.427478303281023,1.8513909676459965,1.18573492884476
A_headroom_critical_14,A,14,10014,headroom,critical,0.025,4.0,before,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.19856773245632,0.9194874977544581,1.928239005969613,1.0309308017371854
A_headroom_critical_15,A,15,10015,headroom,critical,0.025,4.0,after,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.08938487379813789,0.28272306531059577,0.8155371985251895,4.748946375157861
A_headroom_critical_16,A,16,10016,headroom,critical,0.025,4.0,before,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.859850251998667,1.4734660934641257,5.0986839535163275,2.814656183097488
A_headroom_critical_17,A,17,10017,headroom,critical,0.025,4.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.395677937451087,3.555655255157834,4.319826823815209,6.146577868582177
A_headroom_critical_18,A,18,10018,headroom,critical,0.025,4.0,simultaneous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.2157525618036225,4.175081093758421,4.499206918788055,1.0590638812857056
A_headroom_critical_19,A,19,10019,headroom,critical,0.025,4.0,continuous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.5386298294594712,4.776282543307512,4.87488580788112,5.124618680391072
A_ramp_adequate_00,A,0,10000,ramp,adequate,0.1,4.0,simultaneous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.262049444191476,1.0085934656434152,5.848932404939642,1.464265799454764
A_ramp_adequate_01,A,1,10001,ramp,adequate,0.1,4.0,no_load,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.5350771851755476,4.98109100031838,4.670249141382564,4.597670857094208
A_ramp_adequate_02,A,2,10002,ramp,adequate,0.1,4.0,simultaneous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.2877468968492165,4.091327723480419,2.6271850927661986,1.817271100363229
A_ramp_adequate_03,A,3,10003,ramp,adequate,0.1,4.0,before,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.9523111913955844,0.46454203631774665,5.281802309996831,2.770002180724508
A_ramp_adequate_04,A,4,10004,ramp,adequate,0.1,4.0,simultaneous,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.082840368486193,1.9539471589978525,2.798227616043813,3.36810334921034
A_ramp_adequate_05,A,5,10005,ramp,adequate,0.1,4.0,no_load,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.1592791979329027,3.7965981426719946,4.327308536362079,6.219837745611007
A_ramp_adequate_06,A,6,10006,ramp,adequate,0.1,4.0,after,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.10822647347930528,4.099395827320968,5.323709716537244,1.6851714105488729
A_ramp_adequate_07,A,7,10007,ramp,adequate,0.1,4.0,after,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.395658614950812,4.514223102300113,2.277269926773556,2.998460604453425
A_ramp_adequate_08,A,8,10008,ramp,adequate,0.1,4.0,after,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.303574667904086,2.364610872309978,4.886375459517029,0.06305280178990533
A_ramp_adequate_09,A,9,10009,ramp,adequate,0.1,4.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.951723815415376,2.3176480754030724,3.207930416376837,1.5820378983591958
A_ramp_adequate_10,A,10,10010,ramp,adequate,0.1,4.0,continuous,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.69804891752181,0.761699492610012,4.742615990163627,2.669860528731728
A_ramp_adequate_11,A,11,10011,ramp,adequate,0.1,4.0,before,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.761021962389682,5.190496428629145,1.2309198724802715,4.089460468301119
A_ramp_adequate_12,A,12,10012,ramp,adequate,0.1,4.0,continuous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.680062733739831,0.16133057241542062,5.339847725103795,1.1490888473685053
A_ramp_adequate_13,A,13,10013,ramp,adequate,0.1,4.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.7750718075658627,2.34007442414281,1.7239843912523916,0.17835899274108397
A_ramp_adequate_14,A,14,10014,ramp,adequate,0.1,4.0,continuous,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.9700402309550356,0.4670096124929698,1.9124299573667423,4.5465121127939625
A_ramp_adequate_15,A,15,10015,ramp,adequate,0.1,4.0,no_load,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.1020055717485815,0.2382369009459869,1.5017908919585696,1.972340209693787
A_ramp_adequate_16,A,16,10016,ramp,adequate,0.1,4.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.4962711473507726,5.844439786975105,2.789728480654806,4.4501388685733305
A_ramp_adequate_17,A,17,10017,ramp,adequate,0.1,4.0,before,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.3552442012822163,0.326428926138734,6.121026880819972,4.9845682055781175
A_ramp_adequate_18,A,18,10018,ramp,adequate,0.1,4.0,continuous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.438574542926603,3.219556465604773,4.979085405207912,2.249636644205866
A_ramp_adequate_19,A,19,10019,ramp,adequate,0.1,4.0,no_load,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.050766257004237,4.37061478120013,0.7212215816199806,5.487909512433692
A_ramp_scarce_00,A,0,10000,ramp,scarce,0.05,4.0,continuous,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.3880164964575483,3.447534672985491,2.9149737263689115,0.5413716852435351
A_ramp_scarce_01,A,1,10001,ramp,scarce,0.05,4.0,before,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.894010117226839,0.15380397711689667,4.257241502452905,2.2064832670443875
A_ramp_scarce_02,A,2,10002,ramp,scarce,0.05,4.0,simultaneous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.9636752845589945,4.202536258750854,1.9971923603320056,5.711036133296796
A_ramp_scarce_03,A,3,10003,ramp,scarce,0.05,4.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.3037236577665254,0.34203419524537554,1.475918467598173,3.7811819228092873
A_ramp_scarce_04,A,4,10004,ramp,scarce,0.05,4.0,after,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.795814611333193,6.246313041732065,4.218760750791206,4.307292201485262
A_ramp_scarce_05,A,5,10005,ramp,scarce,0.05,4.0,no_load,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.5288952642603912,3.2493649089416357,3.9232976423623827,1.323633530107281
A_ramp_scarce_06,A,6,10006,ramp,scarce,0.05,4.0,before,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.224851904792427,5.600744878364936,3.6946311731242596,1.9728419643655266
A_ramp_scarce_07,A,7,10007,ramp,scarce,0.05,4.0,simultaneous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.19135144400093113,2.0096317821362715,4.467142385578827,2.8950843301694267
A_ramp_scarce_08,A,8,10008,ramp,scarce,0.05,4.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.260213572746066,1.818397518282994,2.2024521562709016,1.668900024939314
A_ramp_scarce_09,A,9,10009,ramp,scarce,0.05,4.0,continuous,1,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.451031403380332,5.630237394662313,0.5704716514616998,0.213534856605993
A_ramp_scarce_10,A,10,10010,ramp,scarce,0.05,4.0,no_load,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.6190982903727505,2.7836408612966608,0.6736735609904625,3.1360914830968447
A_ramp_scarce_11,A,11,10011,ramp,scarce,0.05,4.0,simultaneous,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.8101339250916273,6.168352849812684,5.536286540942599,2.168624362439212
A_ramp_scarce_12,A,12,10012,ramp,scarce,0.05,4.0,after,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.64995277360098,0.139194650898752,2.6585360464668772,5.066167389255315
A_ramp_scarce_13,A,13,10013,ramp,scarce,0.05,4.0,after,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.536793377879004,4.613864409391016,3.4288304586756584,4.02319439941526
A_ramp_scarce_14,A,14,10014,ramp,scarce,0.05,4.0,before,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.08330025881132,2.6328797115693576,5.655886481785282,0.12631823010735696
A_ramp_scarce_15,A,15,10015,ramp,scarce,0.05,4.0,no_load,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.059130504590004,3.1647464597426453,3.1069534097103624,5.747223947288969
A_ramp_scarce_16,A,16,10016,ramp,scarce,0.05,4.0,no_load,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.624431154000419,3.677569538320349,4.134988896271333,1.9842800695015952
A_ramp_scarce_17,A,17,10017,ramp,scarce,0.05,4.0,continuous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.899291842089945,0.21364602485832684,2.9145213698670487,3.398261126135127
A_ramp_scarce_18,A,18,10018,ramp,scarce,0.05,4.0,continuous,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.044997256744008805,0.4733905830285631,0.9257569549045559,2.2514836662174957
A_ramp_scarce_19,A,19,10019,ramp,scarce,0.05,4.0,simultaneous,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.7496748728343934,4.037040926713508,2.8978397508007285,4.333949485429494
A_ramp_critical_00,A,0,10000,ramp,critical,0.025,4.0,continuous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.9613844422654054,3.4560507927074755,2.0394130044749037,1.739976744361371
A_ramp_critical_01,A,1,10001,ramp,critical,0.025,4.0,no_load,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.944257225738253,1.3139680845680317,2.491586963415043,5.792874153607538
A_ramp_critical_02,A,2,10002,ramp,critical,0.025,4.0,after,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.4031998661932574,4.924701913862211,1.3826552259147677,1.2230468179899654
A_ramp_critical_03,A,3,10003,ramp,critical,0.025,4.0,simultaneous,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.542925911950038,1.8985451163980072,1.1233817054915862,0.07145592526559336
A_ramp_critical_04,A,4,10004,ramp,critical,0.025,4.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.2051424727511195,3.9794778325323854,3.2106837882294985,0.25785262990235247
A_ramp_critical_05,A,5,10005,ramp,critical,0.025,4.0,after,0,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.191267989309483,4.031748977215243,5.255783371678864,0.09530076658074196
A_ramp_critical_06,A,6,10006,ramp,critical,0.025,4.0,no_load,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.7862196675878245,4.520783815916289,3.185093212378808,0.04226827810653973
A_ramp_critical_07,A,7,10007,ramp,critical,0.025,4.0,no_load,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.239240030889694,1.5160030126015454,4.31917138915272,5.046793131596209
A_ramp_critical_08,A,8,10008,ramp,critical,0.025,4.0,before,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.9202966045720804,5.55039422514735,2.8176388701856925,5.64614486353226
A_ramp_critical_09,A,9,10009,ramp,critical,0.025,4.0,continuous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.001326852666131,1.3991013450668865,5.292448933582615,2.830364946263828
A_ramp_critical_10,A,10,10010,ramp,critical,0.025,4.0,after,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.875500431442916,0.4353121974543516,0.7890482324050648,2.6598510804034103
A_ramp_critical_11,A,11,10011,ramp,critical,0.025,4.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.8609615101722224,5.201846646368804,2.6964087062537767,2.870594559366002
A_ramp_critical_12,A,12,10012,ramp,critical,0.025,4.0,after,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.615237247472753,3.8629183980871087,1.5874544634166994,5.022337747902145
A_ramp_critical_13,A,13,10013,ramp,critical,0.025,4.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.7644774888273425,3.653475602086019,1.9084695006160375,1.4267987045062387
A_ramp_critical_14,A,14,10014,ramp,critical,0.025,4.0,continuous,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.6919949815400632,2.6405497893422836,1.8456312690679881,0.49753011761550786
A_ramp_critical_15,A,15,10015,ramp,critical,0.025,4.0,simultaneous,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.973018391903334,4.387177085739234,0.6484270615797604,4.510395673940823
A_ramp_critical_16,A,16,10016,ramp,critical,0.025,4.0,continuous,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.510810979937896,0.48675986184192765,3.0173063735031724,1.614530724627923
A_ramp_critical_17,A,17,10017,ramp,critical,0.025,4.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.7615156981485807,2.1041916070957734,1.6991160354170571,0.39254736288713493
A_ramp_critical_18,A,18,10018,ramp,critical,0.025,4.0,no_load,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.503738946218494,0.7473859913625005,4.326528028443805,0.24213549296970854
A_ramp_critical_19,A,19,10019,ramp,critical,0.025,4.0,before,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.15652188153541477,3.5494008152864214,0.938003604402117,5.044829859853083
A_delay_adequate_00,A,0,10000,delay,adequate,0.1,4.0,after,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.314944940259087,0.8863828171764887,1.2386316295935142,1.3105925641362135
A_delay_adequate_01,A,1,10001,delay,adequate,0.1,4.0,simultaneous,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.1523143319834235,4.961401360083023,5.643830850103978,5.765193370688756
A_delay_adequate_02,A,2,10002,delay,adequate,0.1,4.0,no_load,0,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.87255047485224,1.2398470847023801,0.870622933386409,3.0618671741759003
A_delay_adequate_03,A,3,10003,delay,adequate,0.1,4.0,before,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.5802267305445835,5.36435511889189,4.266427867186373,4.965756922735871
