scenario_id,plant,load_seed,solver_seed,mechanism,sg_tension,sg_reserve_pu,sfr_period_s,load_timing,disturbance_area,disturbance_sign,disturbance_magnitude_pu,capability_change_time_s,measurement_noise_std_hz,communication_jitter_s,dropout_probability,initial_soc_1,initial_soc_2,known_ood,phase_0,phase_1,phase_2,phase_3
A_energy_scarce_00,A,0,10000,energy,scarce,0.05,4.0,simultaneous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.1385608357226316,1.825624265006218,3.6762848543672826,1.7313631799604214
A_energy_scarce_01,A,1,10001,energy,scarce,0.05,4.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.739211425147502,2.393597023732804,3.0879848841898547,0.9281881305419183
A_energy_scarce_02,A,2,10002,energy,scarce,0.05,4.0,simultaneous,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.677866551596599,6.240415486974033,5.868226205872103,1.2746131604876032
A_energy_scarce_03,A,3,10003,energy,scarce,0.05,4.0,after,1,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.973447316985848,1.3569810456676021,2.3962418302404878,1.905516014288502
A_energy_scarce_04,A,4,10004,energy,scarce,0.05,4.0,before,0,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.941167895744902,6.060643426771588,5.376776763651052,5.338278354820072
A_energy_critical_00,A,0,10000,energy,critical,0.025,4.0,before,1,-1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.4246231828684275,0.04002868513370239,3.973824369238322,3.2257876743001535
A_energy_critical_01,A,1,10001,energy,critical,0.025,4.0,after,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.968439591474764,0.3071230639856004,6.2114926159186155,3.7594036185547957
A_energy_critical_02,A,2,10002,energy,critical,0.025,4.0,continuous,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,6.043355808030299,0.13789458869132498,1.832931187283339,4.732016451285491
A_energy_critical_03,A,3,10003,energy,critical,0.025,4.0,after,1,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.4387403450385052,0.6887205427702205,4.853269880433625,5.909679468567743
A_energy_critical_04,A,4,10004,energy,critical,0.025,4.0,continuous,0,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.7251780766027915,3.5264763634108642,4.206606654273518,4.137162108597939
A_availability_scarce_00,A,0,10000,availability,scarce,0.05,4.0,after,1,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,1.53622361460758,6.0647968356478295,0.11413053333692438,3.0425320335391386
A_availability_scarce_02,A,2,10002,availability,scarce,0.05,4.0,simultaneous,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.714035966348658,2.2276073610886344,3.6609994872453893,2.5256120332071204
A_availability_scarce_03,A,3,10003,availability,scarce,0.05,4.0,continuous,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,5.7644138800535005,1.4789981868186672,3.203869485833447,1.3484705194657611
A_availability_scarce_05,A,5,10005,availability,scarce,0.05,4.0,after,1,-1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,2.8654931967648425,5.504705387346596,1.5806069529968867,2.341662469088691
A_availability_scarce_06,A,6,10006,availability,scarce,0.05,4.0,before,0,1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.826817380966082,1.3519202225450064,3.588233950508541,0.2877574951263441
A_availability_critical_00,A,0,10000,availability,critical,0.025,4.0,before,0,-1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.8702529485230515,3.0215365748314063,5.7573684259997915,4.549205096169833
A_availability_critical_01,A,1,10001,availability,critical,0.025,4.0,simultaneous,0,1.0,0.08,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.13731429547395,4.891147154268371,5.797027031245475,3.6640219491977444
A_availability_critical_02,A,2,10002,availability,critical,0.025,4.0,after,0,1.0,0.06,20.0,0.0,0.0,0.0,0.5,0.5,development_known,4.113574909771224,2.152481365249831,1.9997344730060969,5.881642759016909
A_availability_critical_03,A,3,10003,availability,critical,0.025,4.0,continuous,1,1.0,0.07,20.0,0.0,0.0,0.0,0.5,0.5,development_known,3.786852760694824,1.4374191662513003,3.8856522060421645,4.994840129868519
A_availability_critical_04,A,4,10004,availability,critical,0.025,4.0,before,1,-1.0,0.05,20.0,0.0,0.0,0.0,0.5,0.5,development_known,0.2901646891511913,0.2700823448805155,5.0788444776006285,3.35379085032191
